Elevation (m);Surface Temperature (C);Moho Depth (m);Curie Depth (Km);Magnetic Anomaly (nT)
74.676;27.82662;42409.4511;34;25.5681
75.5904;27.822048;42358.14603;34;23.1461
73.152;27.83424;42378.93601;34;23.1461
78.6384;27.806808;42384.11057;34;23.1461
74.0664;27.829668;42388.06632;34;23.1461
75.2856;27.823572;42414.90518;34;27.2173
85.344;27.77328;42331.17565;34;22.1801
73.7616;27.831192;42399.31978;34;23.1461
74.676;27.82662;42427.34062;34;25.5681
72.8472;27.835764;42335.35141;34;24.083
74.9808;27.825096;42374.43902;34;25.5681
72.8472;27.835764;42386.7193;34;25.5681
72.5424;27.837288;42377.01258;34;25.5681
71.628;27.84186;42394.46494;34;23.1461
75.5904;27.822048;42382.3157;34;25.5681
73.7616;27.831192;42415.64635;34;25.5681
76.2;27.819;42276.32494;34;22.1801
73.7616;27.831192;42403.13329;34;25.5681
72.5424;27.837288;42382.23086;34;25.5681
73.7616;27.831192;42415.97565;34;25.5681
74.3712;27.828144;42387.45539;34;27.2173
72.5424;27.837288;42373.8569;34;25.5681
74.3712;27.828144;42424.56395;34;25.5681
71.3232;27.843384;42341.58325;34;24.083
72.5424;27.837288;42373.40721;34;25.5681
73.152;27.83424;42400.30931;34;25.5681
80.1624;27.799188;42271.74051;34;22.1801
73.7616;27.831192;42404.01915;34;25.5681
75.2856;27.823572;42387.24569;34;27.2173
74.676;27.82662;42259.13872;34;22.1801
74.676;27.82662;42402.28024;34;27.2173
73.7616;27.831192;42403.66837;34;25.5681
73.7616;27.831192;42392.79954;34;25.5681
76.8096;27.815952;42424.77656;34;27.2173
72.2376;27.838812;42370.31956;34;25.5681
72.8472;27.835764;42353.79828;34;25.5681
74.0664;27.829668;42385.59484;34;27.2173
73.7616;27.831192;42392.42875;34;25.5681
74.3712;27.828144;42445.78251;34;25.5681
73.152;27.83424;42336.42301;34;24.083
80.772;27.79614;42286.86576;34;22.1801
74.676;27.82662;42404.85642;34;25.5681
73.7616;27.831192;42426.59522;34;25.5681
76.5048;27.817476;42335.93336;34;24.083
73.152;27.83424;42446.26651;34;25.5681
76.2;27.819;42404.50915;34;25.5681
74.676;27.82662;42394.588;34;27.2173
72.2376;27.838812;42345.17885;34;24.083
76.8096;27.815952;42416.48883;34;25.5681
75.2856;27.823572;42427.02704;34;25.5681
76.8096;27.815952;42421.03936;34;27.2173
77.4192;27.812904;42433.71509;34;25.5681
74.9808;27.825096;42402.02109;34;27.2173
76.8096;27.815952;42416.13814;34;25.5681
74.9808;27.825096;42339.79672;34;22.1801
78.0288;27.809856;42436.71512;34;25.5681
77.724;27.81138;42404.12837;34;27.2173
76.8096;27.815952;42416.47589;34;25.5681
77.4192;27.812904;42428.09076;34;25.5681
74.9808;27.825096;42340.25332;34;22.1801
77.4192;27.812904;42431.27653;34;27.2173
77.724;27.81138;42427.5746;34;25.5681
75.8952;27.820524;42387.52076;34;25.5681
73.4568;27.832716;42404.85302;34;25.5681
73.4568;27.832716;42367.46559;34;25.5681
65.8368;27.870816;42371.24846;34;25.5681
77.4192;27.812904;42318.01167;34;24.083
76.2;27.819;42391.67108;34;25.5681
75.8952;27.820524;42384.8364;34;25.5681
65.8368;27.870816;42267.35035;34;22.1801
74.3712;27.828144;42318.03361;34;24.083
76.2;27.819;42391.31754;34;25.5681
74.676;27.82662;42359.61481;34;25.5681
74.676;27.82662;42382.17495;34;27.2173
75.8952;27.820524;42376.24948;34;25.5681
76.2;27.819;42379.23264;34;25.5681
76.8096;27.815952;42391.85619;34;27.2173
77.4192;27.812904;42392.45767;34;25.5681
74.9808;27.825096;42395.98302;34;25.5681
75.2856;27.823572;42423.07627;34;25.5681
74.9808;27.825096;42398.66862;34;27.2173
82.6008;27.786996;42422.41157;34;25.5681
76.8096;27.815952;42404.8857;34;25.5681
74.9808;27.825096;42398.41982;34;27.2173
75.5904;27.822048;42350.62312;34;24.083
77.4192;27.812904;42437.50942;34;25.5681
76.8096;27.815952;42404.53854;34;25.5681
73.7616;27.831192;42294.16019;34;24.083
78.6384;27.806808;42400.31954;34;27.2173
76.2;27.819;42331.45968;34;24.083
78.6384;27.806808;42400.62317;34;27.2173
71.3232;27.843384;42343.94615;34;24.083
76.8096;27.815952;42403.48168;34;25.5681
71.9328;27.840336;42372.92855;34;25.5681
77.4192;27.812904;42341.15872;34;24.083
74.3712;27.828144;42340.67758;34;24.083
77.4192;27.812904;42403.15467;34;25.5681
72.8472;27.835764;42310.49905;34;22.1801
72.8472;27.835764;42310.0091;34;22.1801
72.5424;27.837288;42330.43252;34;24.083
71.9328;27.840336;42377.63219;34;25.5681
78.0288;27.809856;42451.19947;34;25.5681
74.3712;27.828144;42435.79565;34;25.5681
73.7616;27.831192;42300.24428;34;24.083
74.676;27.82662;42389.64674;34;27.2173
73.7616;27.831192;42379.43444;34;25.5681
76.8096;27.815952;42415.84663;34;25.5681
75.8952;27.820524;42438.17483;34;25.5681
74.9808;27.825096;42396.04588;34;25.5681
76.8096;27.815952;42452.09596;34;25.5681
74.9808;27.825096;42349.56278;34;24.083
85.6488;27.771756;42323.80207;34;22.1801
76.8096;27.815952;42392.75536;34;25.5681
72.5424;27.837288;42339.7672;34;24.083
77.4192;27.812904;42398.28918;34;25.5681
75.5904;27.822048;42436.75256;34;25.5681
74.676;27.82662;42451.97715;34;25.5681
75.8952;27.820524;42417.30245;34;25.5681
70.7136;27.846432;42398.60686;34;25.5681
71.628;27.84186;42333.4497;34;24.083
72.8472;27.835764;42378.10307;34;23.1461
74.9808;27.825096;42368.17414;34;25.5681
72.2376;27.838812;42319.54339;34;24.083
74.3712;27.828144;42368.2525;34;25.5681
72.8472;27.835764;42384.53293;34;23.1461
74.3712;27.828144;42354.65612;34;25.5681
73.4568;27.832716;42310.62272;34;24.083
72.8472;27.835764;42386.72418;34;25.5681
75.2856;27.823572;42325.73822;34;24.083
73.152;27.83424;42422.24668;34;25.5681
72.2376;27.838812;42325.25466;34;24.083
74.0664;27.829668;42351.53279;34;22.1801
73.152;27.83424;42326.60882;34;22.1801
72.8472;27.835764;42364.39876;34;25.5681
84.1248;27.779376;42331.41504;34;22.1801
92.6592;27.736704;42308.61928;34;22.1801
86.5632;27.767184;42295.5713;34;22.1801
75.5904;27.822048;42390.43682;34;25.5681
72.8472;27.835764;42401.836;34;25.5681
72.2376;27.838812;42404.8301;34;25.5681
76.8096;27.815952;42413.01998;34;25.5681
71.3232;27.843384;42393.64786;34;25.5681
73.7616;27.831192;42452.25925;34;25.5681
74.676;27.82662;42398.64261;34;25.5681
75.5904;27.822048;42382.46397;34;25.5681
73.4568;27.832716;42361.59314;34;25.5681
73.4568;27.832716;42376.07238;34;25.5681
71.628;27.84186;42401.62554;34;25.5681
71.3232;27.843384;42383.47733;34;25.5681
91.44;27.7428;42304.05261;34;22.1801
76.8096;27.815952;42451.95021;34;25.5681
74.9808;27.825096;42346.74938;34;24.083
73.7616;27.831192;42294.53887;34;24.083
70.7136;27.846432;42346.66875;34;24.083
74.676;27.82662;42410.18588;34;25.5681
74.3712;27.828144;42379.13294;34;25.5681
72.2376;27.838812;42357.49713;34;23.1461
76.2;27.819;42402.59568;34;25.5681
76.2;27.819;42415.58344;34;25.5681
74.0664;27.829668;42414.34551;34;25.5681
74.676;27.82662;42286.80939;34;22.1801
74.3712;27.828144;42384.1148;34;25.5681
77.1144;27.814428;42410.92771;34;27.2173
76.2;27.819;42351.83663;34;25.5681
74.9808;27.825096;42349.10232;34;24.083
74.9808;27.825096;42374.56583;34;25.5681
71.628;27.84186;42377.38012;34;25.5681
74.9808;27.825096;42385.19797;34;27.2173
78.0288;27.809856;42405.31203;34;27.2173
75.5904;27.822048;42398.92041;34;25.5681
76.2;27.819;42397.09386;34;25.5681
76.2;27.819;42410.41546;34;25.5681
74.9808;27.825096;42371.93221;34;25.5681
77.4192;27.812904;42329.01125;34;24.083
75.5904;27.822048;42382.38362;34;25.5681
75.8952;27.820524;42384.24009;34;25.5681
75.2856;27.823572;42395.63797;34;25.5681
76.2;27.819;42387.31922;34;25.5681
76.2;27.819;42399.67852;34;25.5681
75.8952;27.820524;42392.32877;34;25.5681
75.5904;27.822048;42387.52573;34;25.5681
75.5904;27.822048;42398.13727;34;25.5681
76.2;27.819;42388.20307;34;25.5681
76.8096;27.815952;42409.62487;34;25.5681
74.676;27.82662;42366.80512;34;25.5681
74.676;27.82662;42379.39203;34;25.5681
74.676;27.82662;42365.51923;34;25.5681
75.8952;27.820524;42393.41683;34;25.5681
75.5904;27.822048;42381.44746;34;25.5681
75.2856;27.823572;42390.71553;34;25.5681
76.8096;27.815952;42395.523;34;27.2173
74.0664;27.829668;42377.63746;34;25.5681
76.2;27.819;42334.08946;34;24.083
74.3712;27.828144;42333.7758;34;24.083
74.3712;27.828144;42408.53954;34;25.5681
76.8096;27.815952;42405.95112;34;27.2173
76.8096;27.815952;42410.18321;34;25.5681
75.8952;27.820524;42395.51921;34;25.5681
78.0288;27.809856;42415.55107;34;27.2173
76.8096;27.815952;42397.3798;34;25.5681
77.4192;27.812904;42393.86686;34;27.2173
77.1144;27.814428;42408.68297;34;25.5681
85.0392;27.774804;42328.17375;34;24.083
76.2;27.819;42318.93926;34;24.083
76.2;27.819;42328.65248;34;24.083
76.2;27.819;42335.11992;34;24.083
76.2;27.819;42324.38412;34;24.083
82.296;27.78852;42311.59;34;22.1801
82.296;27.78852;42323.72045;34;22.1801
85.0392;27.774804;42327.65175;34;22.1801
88.0872;27.759564;42317.92755;34;22.1801
76.2;27.819;42421.9859;34;25.5681
75.5904;27.822048;42404.98893;34;25.5681
76.2;27.819;42433.77518;34;25.5681
76.2;27.819;42427.16816;34;25.5681
76.2;27.819;42404.96655;34;25.5681
76.8096;27.815952;42439.80904;34;25.5681
78.6384;27.806808;42329.57887;34;22.1801
85.0392;27.774804;42315.52044;34;24.083
83.82;27.7809;42372.8724;34;25.5681
79.248;27.80376;42405.98413;34;27.2173
76.2;27.819;42415.33297;34;25.5681
76.2;27.819;42415.52331;34;25.5681
76.2;27.819;42422.56696;34;25.5681
76.2;27.819;42410.00801;34;25.5681
76.2;27.819;42410.18866;34;25.5681
76.2;27.819;42414.96977;34;25.5681
76.2;27.819;42414.95448;34;25.5681
76.2;27.819;42422.69156;34;25.5681
76.2;27.819;42434.08409;34;25.5681
76.2;27.819;42439.29009;34;25.5681
76.2;27.819;42433.07385;34;25.5681
76.2;27.819;42427.19809;34;25.5681
76.2;27.819;42425.56916;34;25.5681
76.2;27.819;42433.08288;34;25.5681
76.2;27.819;42424.80439;34;25.5681
76.2;27.819;42419.93486;34;25.5681
76.2;27.819;42411.43702;34;25.5681
76.2;27.819;42414.98618;34;25.5681
76.2;27.819;42422.09272;34;25.5681
78.0288;27.809856;42427.47441;34;25.5681
76.2;27.819;42433.61801;34;25.5681
76.2;27.819;42433.32111;34;25.5681
76.2;27.819;42439.98457;34;25.5681
76.2;27.819;42427.18487;34;25.5681
76.2;27.819;42425.75045;34;25.5681
76.2;27.819;42432.86701;34;25.5681
76.2;27.819;42419.7484;34;25.5681
76.2;27.819;42405.12107;34;25.5681
76.2;27.819;42397.90997;34;25.5681
76.2;27.819;42398.26275;34;25.5681
76.2;27.819;42407.76795;34;25.5681
76.2;27.819;42414.43164;34;25.5681
76.2;27.819;42386.50769;34;25.5681
76.2;27.819;42409.23522;34;25.5681
76.2;27.819;42402.28096;34;25.5681
76.2;27.819;42402.18281;34;25.5681
76.2;27.819;42394.85694;34;25.5681
76.2;27.819;42395.06128;34;25.5681
76.2;27.819;42388.19483;34;25.5681
76.2;27.819;42388.65739;34;25.5681
76.2;27.819;42381.85146;34;25.5681
76.2;27.819;42381.86319;34;25.5681
76.2;27.819;42389.66907;34;25.5681
76.2;27.819;42389.46161;34;25.5681
76.2;27.819;42390.08293;34;25.5681
76.2;27.819;42389.8749;34;25.5681
76.2;27.819;42383.95335;34;25.5681
76.2;27.819;42383.59199;34;25.5681
76.2;27.819;42390.43093;34;25.5681
76.2;27.819;42390.17754;34;25.5681
76.2;27.819;42390.30431;34;25.5681
76.2;27.819;42398.30145;34;25.5681
76.2;27.819;42398.17162;34;25.5681
76.2;27.819;42398.49481;34;25.5681
76.2;27.819;42402.25148;34;25.5681
76.2;27.819;42402.67798;34;25.5681
76.2;27.819;42402.87494;34;25.5681
76.2;27.819;42402.7686;34;25.5681
76.2;27.819;42411.21099;34;25.5681
76.2;27.819;42411.20741;34;25.5681
76.2;27.819;42404.71989;34;25.5681
76.2;27.819;42404.77966;34;25.5681
76.2;27.819;42397.39602;34;25.5681
76.2;27.819;42397.02454;34;25.5681
76.2;27.819;42397.20638;34;25.5681
76.2;27.819;42416.32599;34;25.5681
79.248;27.80376;42416.13352;34;25.5681
76.2;27.819;42416.59251;34;25.5681
76.2;27.819;42421.13306;34;25.5681
76.2;27.819;42421.32288;34;25.5681
76.2;27.819;42428.75734;34;25.5681
76.2;27.819;42433.42159;34;25.5681
76.2;27.819;42433.58396;34;25.5681
76.2;27.819;42438.87287;34;25.5681
76.2;27.819;42439.06535;34;25.5681
76.2;27.819;42439.53261;34;25.5681
76.2;27.819;42433.12761;34;25.5681
76.2;27.819;42428.13702;34;25.5681
76.2;27.819;42427.9318;34;25.5681
76.2;27.819;42416.01665;34;25.5681
76.2;27.819;42416.15829;34;25.5681
76.2;27.819;42415.98986;34;25.5681
76.2;27.819;42422.53229;34;25.5681
76.2;27.819;42404.16807;34;25.5681
76.2;27.819;42390.78348;34;25.5681
76.2;27.819;42384.38938;34;25.5681
76.2;27.819;42377.69948;34;25.5681
76.2;27.819;42391.23491;34;25.5681
76.2;27.819;42391.20042;34;25.5681
76.2;27.819;42386.72237;34;25.5681
76.2;27.819;42386.63099;34;25.5681
76.2;27.819;42392.75036;34;25.5681
76.2;27.819;42389.06279;34;25.5681
76.2;27.819;42376.3574;34;25.5681
76.2;27.819;42373.05706;34;25.5681
76.2;27.819;42361.58773;34;25.5681
76.2;27.819;42376.02733;34;25.5681
76.2;27.819;42445.94051;34;25.5681
76.2;27.819;42446.93193;34;25.5681
76.2;27.819;42451.18835;34;25.5681
76.2;27.819;42440.47143;34;25.5681
76.2;27.819;42447.17584;34;25.5681
76.2;27.819;42446.88075;34;25.5681
76.2;27.819;42446.39483;34;25.5681
76.2;27.819;42438.82132;34;25.5681
76.2;27.819;42451.99798;34;25.5681
73.152;27.83424;42451.7229;34;25.5681
76.2;27.819;42438.67706;34;25.5681
76.2;27.819;42450.90213;34;25.5681
76.2;27.819;42427.30194;34;25.5681
76.2;27.819;42416.41752;34;25.5681
76.2;27.819;42404.67797;34;25.5681
76.2;27.819;42443.71945;34;25.5681
76.2;27.819;42447.58141;34;25.5681
76.2;27.819;42436.7404;34;25.5681
76.2;27.819;42436.77784;34;25.5681
76.2;27.819;42426.08915;34;25.5681
76.2;27.819;42426.06742;34;25.5681
76.2;27.819;42413.59017;34;25.5681
76.2;27.819;42405.989;34;25.5681
76.2;27.819;42406.08162;34;25.5681
76.2;27.819;42405.79755;34;25.5681
76.2;27.819;42405.89652;34;25.5681
72.8472;27.835764;42373.97935;34;23.1461
76.2;27.819;42392.14;34;25.5681
76.2;27.819;42440.64655;34;25.5681
76.2;27.819;42440.77412;34;25.5681
76.2;27.819;42431.04008;34;25.5681
76.2;27.819;42419.87039;34;25.5681
76.2;27.819;42419.8479;34;25.5681
76.2;27.819;42409.3302;34;25.5681
72.2376;27.838812;42363.17804;34;25.5681
76.2;27.819;42409.66097;34;25.5681
76.2;27.819;42409.4945;34;25.5681
76.2;27.819;42398.65316;34;25.5681
76.2;27.819;42398.68783;34;25.5681
76.2;27.819;42387.5878;34;25.5681
78.3336;27.808332;42374.79402;34;27.2173
76.2;27.819;42406.31727;34;27.2173
76.2;27.819;42320.60459;34;24.083
76.2;27.819;42397.17757;34;27.2173
76.2;27.819;42421.41516;34;27.2173
76.2;27.819;42421.58526;34;27.2173
76.2;27.819;42412.11955;34;27.2173
74.676;27.82662;42344.20005;34;24.083
76.2;27.819;42416.99004;34;27.2173
78.6384;27.806808;42300.17935;34;22.1801
76.2;27.819;42417.02975;34;27.2173
76.2;27.819;42405.41262;34;27.2173
76.2;27.819;42405.57663;34;27.2173
76.2;27.819;42405.23178;34;27.2173
76.2;27.819;42395.02092;34;27.2173
76.8096;27.815952;42415.05661;34;27.2173
76.2;27.819;42408.65655;34;27.2173
72.2376;27.838812;42385.2039;34;25.5681
76.2;27.819;42408.60783;34;27.2173
76.2;27.819;42408.69703;34;27.2173
76.2;27.819;42399.30525;34;27.2173
76.2;27.819;42414.75911;34;25.5681
72.8472;27.835764;42383.6038;34;23.1461
76.2;27.819;42401.73433;34;25.5681
76.2;27.819;42389.30318;34;25.5681
76.2;27.819;42390.9034;34;25.5681
76.2;27.819;42410.42116;34;25.5681
76.2;27.819;42365.55275;34;25.5681
76.2;27.819;42380.84911;34;25.5681
76.2;27.819;42386.28326;34;25.5681
71.3232;27.843384;42392.7172;34;25.5681
76.2;27.819;42369.54371;34;25.5681
76.2;27.819;42365.79514;34;25.5681
77.4192;27.812904;42403.65468;34;23.1461
76.2;27.819;42355.01633;34;25.5681
76.2;27.819;42355.09042;34;25.5681
76.2;27.819;42369.93795;34;25.5681
76.2;27.819;42385.36884;34;25.5681
76.2;27.819;42385.57741;34;25.5681
77.4192;27.812904;42341.44678;34;22.1801
76.2;27.819;42346.33071;34;24.083
76.2;27.819;42362.04001;34;25.5681
76.2;27.819;42375.74079;34;25.5681
76.2;27.819;42375.78636;34;25.5681
83.5152;27.782424;42330.75019;34;22.1801
76.2;27.819;42390.79624;34;25.5681
76.2;27.819;42391.12591;34;25.5681
76.2;27.819;42405.8558;34;25.5681
76.2;27.819;42405.6531;34;25.5681
76.2;27.819;42336.12389;34;24.083
76.2;27.819;42335.72568;34;24.083
76.2;27.819;42351.53553;34;25.5681
75.2856;27.823572;42403.99;34;25.5681
76.2;27.819;42351.56902;34;25.5681
76.2;27.819;42351.53901;34;25.5681
76.2;27.819;42395.66979;34;25.5681
76.2;27.819;42411.94642;34;25.5681
74.9808;27.825096;42432.69622;34;25.5681
76.2;27.819;42341.60301;34;24.083
76.2;27.819;42355.11071;34;25.5681
76.2;27.819;42371.99344;34;25.5681
76.2;27.819;42371.93121;34;25.5681
76.2;27.819;42401.76856;34;25.5681
76.2;27.819;42411.67589;34;25.5681
70.104;27.84948;42345.62986;34;24.083
76.2;27.819;42362.32533;34;25.5681
76.2;27.819;42362.03683;34;25.5681
76.2;27.819;42377.14973;34;25.5681
76.2;27.819;42409.82439;34;25.5681
76.2;27.819;42408.75785;34;25.5681
76.2;27.819;42383.6566;34;25.5681
76.2;27.819;42383.67076;34;25.5681
74.9808;27.825096;42410.15119;34;25.5681
76.2;27.819;42343.69526;34;24.083
76.2;27.819;42357.38529;34;25.5681
76.2;27.819;42373.70336;34;25.5681
76.2;27.819;42373.4776;34;25.5681
76.2;27.819;42373.24629;34;25.5681
76.2;27.819;42372.99807;34;25.5681
76.2;27.819;42389.724;34;25.5681
76.2;27.819;42389.95428;34;25.5681
76.2;27.819;42404.10718;34;25.5681
76.2;27.819;42403.89411;34;25.5681
76.2;27.819;42332.16038;34;24.083
76.2;27.819;42348.16961;34;24.083
74.9808;27.825096;42419.13803;34;25.5681
76.2;27.819;42363.58116;34;25.5681
76.2;27.819;42379.60939;34;25.5681
76.2;27.819;42394.21051;34;25.5681
76.2;27.819;42409.98479;34;25.5681
76.2;27.819;42338.93627;34;24.083
76.2;27.819;42384.53016;34;25.5681
76.2;27.819;42384.29486;34;25.5681
76.5048;27.817476;42289.12579;34;24.083
76.2;27.819;42398.88458;34;25.5681
76.2;27.819;42398.65786;34;25.5681
76.2;27.819;42358.7332;34;25.5681
76.2;27.819;42374.07497;34;25.5681
76.2;27.819;42390.37154;34;25.5681
76.2;27.819;42317.60949;34;24.083
76.2;27.819;42334.79161;34;24.083
76.2;27.819;42349.10615;34;24.083
76.8096;27.815952;42421.52035;34;25.5681
76.2;27.819;42363.87555;34;25.5681
76.2;27.819;42364.15941;34;25.5681
76.2;27.819;42364.35397;34;25.5681
76.2;27.819;42396.13888;34;23.1461
76.2;27.819;42307.5536;34;24.083
76.2;27.819;42307.79034;34;24.083
74.9808;27.825096;42417.15587;34;27.2173
76.2;27.819;42308.05062;34;24.083
76.2;27.819;42337.58199;34;24.083
76.2;27.819;42337.235;34;24.083
76.2;27.819;42354.91267;34;23.1461
76.2;27.819;42354.93039;34;23.1461
76.2;27.819;42354.97041;34;23.1461
76.2;27.819;42399.94226;34;23.1461
76.2;27.819;42294.56729;34;24.083
76.2;27.819;42311.6421;34;24.083
76.2;27.819;42311.53153;34;24.083
74.3712;27.828144;42421.65715;34;25.5681
76.2;27.819;42328.56407;34;22.1801
76.2;27.819;42328.50737;34;24.083
76.2;27.819;42343.29028;34;22.1801
76.2;27.819;42343.30352;34;22.1801
76.2;27.819;42343.31107;34;22.1801
76.2;27.819;42343.32457;34;22.1801
76.2;27.819;42358.56036;34;23.1461
76.2;27.819;42358.27274;34;23.1461
76.2;27.819;42391.4383;34;23.1461
76.2;27.819;42300.43508;34;22.1801
76.2;27.819;42318.19623;34;22.1801
76.2;27.819;42318.48662;34;22.1801
77.4192;27.812904;42406.74252;34;27.2173
76.2;27.819;42333.2597;34;22.1801
76.2;27.819;42332.84665;34;22.1801
76.2;27.819;42348.40445;34;22.1801
76.2;27.819;42367.14296;34;23.1461
75.2856;27.823572;42357.76753;34;25.5681
76.2;27.819;42291.4222;34;22.1801
76.2;27.819;42322.94172;34;22.1801
76.2;27.819;42323.3984;34;22.1801
76.2;27.819;42354.26241;34;22.1801
76.2;27.819;42354.2968;34;22.1801
76.2;27.819;42386.63586;34;23.1461
71.628;27.84186;42352.38461;34;25.5681
76.2;27.819;42342.38816;34;22.1801
76.2;27.819;42358.44683;34;23.1461
78.0288;27.809856;42433.64869;34;25.5681
76.2;27.819;42346.41925;34;22.1801
76.2;27.819;42290.49197;34;22.1801
76.2;27.819;42306.5557;34;22.1801
76.2;27.819;42340.69927;34;22.1801
76.2;27.819;42278.47458;34;22.1801
76.2;27.819;42294.32105;34;22.1801
71.628;27.84186;42370.54124;34;25.5681
76.2;27.819;42311.64136;34;22.1801
76.2;27.819;42328.8558;34;22.1801
76.2;27.819;42347.57015;34;22.1801
76.2;27.819;42284.40593;34;22.1801
76.2;27.819;42315.80594;34;22.1801
76.2;27.819;42332.28818;34;22.1801
76.2;27.819;42416.15819;34;25.5681
76.2;27.819;42412.39622;34;25.5681
76.2;27.819;42422.30252;34;25.5681
76.2;27.819;42392.48365;34;25.5681
76.2;27.819;42398.61384;34;25.5681
76.2;27.819;42421.54048;34;25.5681
88.0872;27.759564;42324.80526;34;22.1801
76.2;27.819;42403.85177;34;25.5681
76.2;27.819;42415.64266;34;25.5681
76.2;27.819;42444.05641;34;25.5681
76.2;27.819;42437.65114;34;25.5681
76.2;27.819;42408.99671;34;25.5681
167.64;27.3618;37928.03906;32;53.5455
169.164;27.35418;37960.95662;32;53.5455
226.1616;27.069192;36739.93456;36;-105.4064
239.5728;27.002136;43992.51537;36;-0.5744
199.0344;27.204828;39173.32551;34;29.2623
254.508;26.92746;39139.37928;34;29.2623
164.2872;27.378564;36432.1454;34;30.0428
383;26.285;35670.15146;34;-102.2157
389;26.255;35719.77419;34;-105.6441
398.0688;26.209656;35686.08961;34;-105.2257
397.764;26.21118;35680.20639;34;-105.2257
397.764;26.21118;35681.38075;34;-105.2257
398.0688;26.209656;35684.63556;34;-105.2257
426.72;26.0664;35748.23675;34;-105.6441
426.72;26.0664;35746.3381;34;-105.6441
426.72;26.0664;35789.45124;34;-105.6441
426.72;26.0664;35746.59219;34;-105.6441
391;26.245;35733.86717;34;-105.6441
396.8496;26.215752;35807.83294;34;-105.6441
400.2024;26.198988;35741.16164;34;-102.2157
383;26.285;35697.06948;34;-102.2157
